ground_truth_source;ground_truth_mp4;true_positive;similarity_2;similarity_3;similarity_4
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;LG_ORIGINAL;True;1.0;1.0;1.0
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.333333;0.192982;0.112903
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Apple_ORIGINAL;False;0.34;0.207547;0.127273
LG_ORIGINAL;Samsung_ORIGINAL;False;0.78125;0.735294;0.694444
LG_ORIGINAL;Samsung_ORIGINAL;False;0.78125;0.735294;0.694444
LG_ORIGINAL;Samsung_ORIGINAL;False;0.78125;0.735294;0.694444
